opec,descripcion,nivel_requerido,titulos_requeridos,experiencia_minima_meses
252167,"ELABORAR LOS ACTOS ADMINISTRATIVOS DENTRO DE CADA UNA DE LAS ETAPAS DE LOS PROCESOS SANCIONATORIOS, DERIVADOS DE LAS ACTIVIDADES DE INSPECCION, VIGILANCIA Y CONTROL EFECTUADOS POR EL INSTITUTO DENTRO DE LAS COMPETENCIAS MISIONALES ESTABLECIDAS PARA TAL FIN, CONFORME A LAS NORMAS VIGENTES.",PROFESIONAL,,30.0
252168,"REALIZAR LAS ACTIVIDADES REQUERIDAS DE ARTICULACION Y COORDINACION CON LAS ENTIDADES TERRITORIALES DE SALUD Y PROPONER EL DESARROLLO DE POLITICAS, PLANES, PROGRAMAS, PROYECTOS Y PROCEDIMIENTOS RELACIONADOS CON LA GESTION E IMPLEMENTACION DE LOS PROCESOS DE INSPECCION, VIGILANCIA Y CONTROL DE RIESGOS QUE AFECTAN LA INOCUIDAD DE LOS ALIMENTOS.",PROFESIONAL,,16.0
252169,"PREPARAR LA EJECUCION PRESUPUESTAL DE INGRESOS Y GASTOS Y EFECTUAR REGISTROS PRESUPUESTALES, DE ACUERDO CON LAS NORMAS VIGENTES Y EL MANUAL DE PROCESOS Y PROCEDIMIENTOS ADOPTADO POR LA ENTIDAD.",PROFESIONAL,,30.0
252170,"DISENAR, PROPONER Y LIDERAR ESTUDIOS E INVESTIGACIONES QUE PROMUEVAN EL MONTAJE, VALIDACION Y ESTANDARIZACION DE TECNICAS ANALITICAS PARA LA DETECCION Y MONITOREO DE MICROORGANISMOS DE LOS PRODUCTOS COMPETENCIA DE LA DIRECCION.",PROFESIONAL,,31.0
252171,"APOYAR EN LA PROPUESTA, DESARROLLO Y EJECUCION DE LAS ACCIONES QUE SEAN NECESARIAS PARA OTORGAR EL REGISTRO SANITARIO, LA VIGILANCIA Y CONTROL DE LOS PRODUCTOS COMPETENCIA DE LA DIRECCION DE MEDICAMENTOS Y PRODUCTOS BIOLOGICOS.",PROFESIONAL,,25.0
252172,"EJECUTAR ACTIVIDADES PARA LA GESTION DE LOS PLANES, PROGRAMAS Y PROYECTOS DE LAS DEPENDENCIAS EN EL MARCO DEL FORTALECIMIENTO DE LA PLANEACION ORGANIZACIONAL Y LA GESTION INTEGRAL EN ARMONIA CON LAS POLITICAS NACIONALES, SECTORIALES E INSTITUCIONALES, EN CUMPLIMIENTO DE LAS FUNCIONES DE LA ENTIDAD.",PROFESIONAL,,30.0
252173,"EJECUTAR TODAS LAS ACCIONES NECESARIAS QUE SE DESARROLLEN EN LAS DIFERENTES ETAPAS DEL PROCESO CONTRACTUAL QUE ADELANTE EL INVIMA, EN CUMPLIMIENTO DE SUS OBJETIVOS, METAS Y FUNCIONES INSTITUCIONALES, DE ACUERDO CON LOS REQUERIMIENTOS DE LAS DEPENDENCIAS, LA NORMATIVIDAD VIGENTE, LOS PRINCIPIOS DE LA CONTRATACION Y LOS FINES DEL ESTADO. ASI COMO COLABORAR EN LAS DIFERENTES ACTIVIDADES PROPIAS DE LA DEPENDENCIA.",PROFESIONAL,,30.0
252174,"DESARROLLAR LA ESTANDARIZACION Y/O VERIFICACION DE TECNICAS ANALITICAS MICROBIOLOGICAS PARA EL GRUPO LABORATORIO DE MICROBIOLOGIA DE PRODUCTOS FARMACEUTICOS Y OTRAS TECNOLOGIAS; ASI MISMO, REALIZAR ANALISIS MICROBIOLOGICOS DE CONTROL DE CALIDAD DE LOS PRODUCTOS FARMACEUTICOS, PRODUCTOS BIOLOGICOS DE USO HUMANO, COSMETICOS Y DISPOSITIVOS MEDICOS, SEGUN LAS NORMAS OFICIALES Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,25.0
252175,"GARANTIZAR LA INSPECCION, VIGILANCIA Y CONTROL DE ESTABLECIMIENTOS Y PRODUCTOS COMPETENCIA DE LA DIRECCION DE MEDICAMENTOS Y PRODUCTOS BIOLOGICOS, MEDIANTE CERTIFICACIONES EN BUENAS PRACTICAS, EMISION DE CONCEPTOS Y ACTOS ADMINISTRATIVOS, GESTION DEL RIESGO SANITARIO, FORTALECIMIENTO NORMATIVO Y TECNICO DE LABORATORIOS Y BANCOS DE SANGRE, PARA ASEGURAR EL CUMPLIMIENTO NORMATIVO Y PROTEGER LA SALUD PUBLICA.",PROFESIONAL,,30.0
252176,"REALIZAR ACTIVIDADES DE APOYO TECNICO QUE PERMITAN LA INSPECCION, VIGILANCIA Y CONTROL DE LOS PRODUCTOS COMPETENCIA DEL INVIMA, PARA LA FABRICACION DE LOS MISMOS, ASI COMO RESOLVER LAS SOLICITUDES Y REMITIR LOS DOCUMENTOS RELACIONADOS CON LAS ACTIVIDADES MISIONALES DE LA DEPENDENCIA.",NO ESPECIFICADO,,9.0
252177,APOYAR Y RECOMENDAR LEGALMENTE EN TODOS LOS ASUNTOS DE COMPETENCIA DE LA DEPENDENCIA Y DE LOS PROGRAMAS DEL INSTITUTO.,PROFESIONAL,,30.0
252178,"REALIZAR EL ANALISIS FISICOQUIMICO DE ALTA COMPLEJIDAD PARA DETERMINAR LA INOCUIDAD Y CALIDAD DE LOS ALIMENTOS Y BEBIDAS, COMO APOYO A LAS LABORES DE VIGILANCIA Y CONTROL COMPETENCIA DE LA DIRECCION DE ALIMENTOS Y BEBIDAS DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,19.0
252179,"APOYAR LA ESTRATEGIA DE DIVULGACION Y COMUNICACION DE INTERES PUBLICO DE LOS ASUNTOS COMPETENCIA DE LA OFICINA DE ATENCION AL CIUDADANO, QUE PERMITAN EL ADECUADO CUMPLIMIENTO DE LAS METAS INSTITUCIONALES, DE ACUERDO CON LAS POLITICAS ESTABLECIDAS POR EL GOBIERNO NACIONAL EN LO REFERENTE A LA POLITICA DE SERVICIO AL CIUDADANO.",PROFESIONAL,,30.0
252180,"CUMPLIR CON LOS PROCESOS DE LA OFICINA DE ASUNTOS INTERNACIONALES, APLICANDO LOS CONOCIMIENTOS PROFESIONALES CON MIRAS AL CUMPLIMIENTO DE LAS METAS DE LOS PROGRAMAS, PLANES Y PROYECTOS INSTITUCIONALES EN LA MATERIA DE ASUNTOS INTERNACIONALES.",PROFESIONAL,,30.0
252181,"ELABORAR CONCEPTOS SOBRE PROYECTOS DE LEY, DECRETOS, ACUERDOS Y RESOLUCIONES, CONTRATOS, CONVENIOS U OTROS ACTOS ADMINISTRATIVOS Y ASUNTOS JURIDICOS; LA RESPUESTA A PETICIONES DE USUARIOS; PROYECTOS DE ACTOS ADMINISTRATIVOS QUE SURJAN DENTRO DE LOS PROCEDIMIENTOS ADMINISTRATIVOS Y LOS PROCESOS JUDICIALES; LA RECOPILACION, ACTUALIZACION Y DIVULGACION DE LA NORMATIVIDAD RELACIONADA CON EL INSTITUTO; EL SEGUIMIENTO A LOS PROCESOS JUDICIALES QUE CURSEN EN CONTRA DEL INSTITUTO; EL EJERCICIO DE LA REPRESENTACION JUDICIAL, EXTRAJUDICIAL, Y PARTICIPACION EN REUNIONES, Y ACTIVIDADES OFICIALES, DE ACUERDO CON LAS NORMAS Y LOS PROCEDIMIENTOS ADMINISTRATIVOS.",PROFESIONAL,,16.0
252182,"LIDERAR, PLANIFICAR, Y HACER SEGUIMIENTO A LAS ACTIVIDADES TECNICO - ADMINISTRATIVAS QUE PERMITAN EL BUEN DESEMPENO DE LAS FUNCIONES EN LA OFICINA  DE LABORATORIOS Y CONTROL DE CALIDAD Y CONLLEVEN A ALCANZAR EL CUMPLIMIENTO DE LA PLANIFICACION ESTRATEGICA DEL AREA.",PROFESIONAL,,31.0
252183,"LIDERAR TECNICAMENTE EL LABORATORIO FISICOQUIMICO DE ALIMENTOS Y BEBIDAS, REALIZANDO VALIDACIONES, ESTANDARIZACIONES, ESTUDIOS E INVESTIGACIONES RELACIONADAS CON RESIDUOS DE MEDICAMENTOS VETERINARIOS, CONTAMINANTES QUIMICOS EN ALIMENTOS Y METODOS DE ALTA COMPLEJIDAD PARA EL CONTROL DE CALIDAD DE LOS PRODUCTOS DE SU COMPETENCIA.",PROFESIONAL,,31.0
252184,DISENAR Y EJECUTAR ESTRATEGIAS Y ACTIVIDADES QUE ASEGURAN LA OPERACION EFICIENTE Y EFICAZ DEL GRUPO DE LABORATORIO FISICOQUIMICO DE PRODUCTOS FARMACEUTICOS Y OTRAS TECNOLOGIAS.,PROFESIONAL,,31.0
252185,"PLANIFICAR, PROGRAMAR Y EJECUTAR ACTIVIDADES TECNICO- ADMINISTRATIVAS QUE PERMITAN EL BUEN DESEMPENO DE LAS FUNCIONES DE LA OFICINA DE LABORATORIOS Y CONTROL DE CALIDAD Y CONLLEVEN A ALCANZAR EL CUMPLIMIENTO DE LA PLANIFICACION ESTRATEGICA DEL AREA.",PROFESIONAL,,25.0
252194,APOYAR TECNICA Y CIENTIFICAMENTE A LA DIRECCION DE DISPOSITIVOS MEDICOS Y OTRAS TECNOLOGIAS EN LAS ACTIVIDADES ASOCIADAS A LA EVALUACION DE LOS ESTUDIOS CLINICOS CON PRODUCTOS OBJETO DE VIGILANCIA DE LA DIRECCION Y A LA SALA ESPECIALIZADA DE LA COMISION REVISORA RELACIONADA CON LA DIRECCION.,PROFESIONAL,,31.0
252195,"ESTABLECER LOS PROCEDIMIENTOS E INSTRUMENTOS QUE PERMITAN LA EJECUCION DE LAS POLITICAS, DESARROLLO DE PLANES, PROGRAMAS Y PROYECTOS DE INSPECCION, VIGILANCIA Y CONTROL DE CALIDAD DE LOS DISPOSITIVOS MEDICOS Y OTRAS TECNOLOGIAS A NIVEL NACIONAL.",PROFESIONAL,,16.0
252201,APOYAR Y GESTIONAR LA EJECUCION DE ACTIVIDADES TECNICAS RELACIONADAS CON PRODUCTOS COMPETENCIA DE LA DIRECCION DE MEDICAMENTOS Y PRODUCTOS BIOLOGICOS DE ACUERDO CON LA NORMATIVIDAD SANITARIA VIGENTE.,PROFESIONAL,,16.0
252202,"ELABORAR Y/O REVISAR LOS ACTOS ADMINISTRATIVOS RELACIONADOS CON LOS PROCESOS SANCIONATORIOS DERIVADOS DE LAS ACTIVIDADES DE INSPECCION, VIGILANCIA Y CONTROL EFECTUADOS POR EL INSTITUTO DENTRO DE LAS COMPETENCIAS MISIONALES ESTABLECIDAS PARA TAL FIN, CONFORME A LAS NORMAS VIGENTES.",PROFESIONAL,,19.0
252203,"REALIZAR ACTIVIDADES DE APOYO ADMINISTRATIVO, CONTABLE, FINANCIERO Y/O PRESUPUESTAL, APLICANDO LOS CONOCIMIENTOS QUE PERMITAN EL MEJORAMIENTO CONTINUO DE LOS PROCESOS ADMINISTRATIVOS Y LA EJECUCION DE LOS PROCEDIMIENTOS DE LA DEPENDENCIA DONDE SE ENCUENTRE UBICADO EL CARGO.",NO ESPECIFICADO,,9.0
252204,"LIDERAR, GESTIONAR Y EJECUTAR LAS ACTIVIDADES ASOCIADAS AL PROCESO DE INSPECCION, VIGILANCIA Y CONTROL DE PRODUCTOS COMPETENCIA DEL INVIMA, EN CONCORDANCIA CON LA LEGISLACION SANITARIA, LOS PROCEDIMIENTOS, LAS POLITICAS Y DIRECTRICES DEL INSTITUTO.",PROFESIONAL,,31.0
252205,"LIDERAR, GESTIONAR Y EJECUTAR LAS ACTIVIDADES ASOCIADAS AL PROCESO DE INSPECCION, VIGILANCIA Y CONTROL DE PRODUCTOS COMPETENCIA DEL INVIMA, EN CONCORDANCIA CON LA LEGISLACION SANITARIA, LOS PROCEDIMIENTOS, LAS POLITICAS Y DIRECTRICES DEL INSTITUTO.",PROFESIONAL,,31.0
252206,"FORTALECER LA INSPECCION, VIGILANCIA Y CONTROL DE PRODUCTOS OBJETO DE IMPORTACION Y EXPORTACION, QUE SON COMPETENCIA DEL INVIMA DE CONFORMIDAD CON LA LEGISLACION SANITARIA, PROCEDIMIENTOS Y NORMATIVIDAD.",PROFESIONAL,,25.0
252207,"GESTIONAR, LIDERAR Y EJECUTAR EL SEGUIMIENTO A PROCESOS ADMINISTRATIVOS, OPERATIVOS, FINANCIEROS O PRESUPUESTALES PARA EL BUEN FUNCIONAMIENTO DE LAS OPERACIONES DE LA DEPENDENCIA.",PROFESIONAL,,19.0
252210,"ELABORAR Y/O REVISAR LOS ACTOS ADMINISTRATIVOS RELACIONADOS CON LOS PROCESOS SANCIONATORIOS, ASI COMO EVALUAR LAS DECISIONES RELACIONADAS CON LOS MISMOS Y QUE SE DERIVAN DE LAS ACTIVIDADES DE INSPECCION, VIGILANCIA Y CONTROL EFECTUADOS POR EL INSTITUTO DENTRO DE LAS COMPETENCIAS MISIONALES ESTABLECIDAS PARA TAL FIN, CONFORME A LAS NORMAS VIGENTES.",PROFESIONAL,,25.0
252211,"ELABORAR Y/O REVISAR LOS ACTOS ADMINISTRATIVOS RELACIONADOS CON LOS PROCESOS
SANCIONATORIOS, ASI COMO EVALUAR LAS DECISIONES RELACIONADAS CON LOS MISMOS Y QUE SE DERIVAN DE LAS ACTIVIDADES DE INSPECCION, VIGILANCIA Y CONTROL EFECTUADOS POR EL INSTITUTO DENTRO DE LAS COMPETENCIAS MISIONALES ESTABLECIDAS PARA TAL FIN, CONFORME A LAS NORMAS VIGENTES.",PROFESIONAL,,31.0
252212,"REALIZAR LABORES DE AUDITORIA INTERNA, CONFORME A LAS NORMAS CONCORDANTES Y EL MARCO LEGAL VIGENTE, CON EL FIN DE VALORAR RIESGOS, REALIZAR EVALUACIONES, FOMENTAR LA CULTURA DEL AUTOCONTROL, AUTORREGULACION, AUTOGESTION Y RELACION CON LOS ENTES EXTERNOS.",PROFESIONAL,,30.0
252208,"GESTIONAR, LIDERAR Y EJECUTAR LAS ACTIVIDADES TECNICAS, OPERATIVAS Y ADMINISTRATIVAS, ASOCIADAS AL PROCESO DE INSPECCION, VIGILANCIA Y CONTROL EN LA IMPORTACION Y EXPORTACION DE PRODUCTOS Y MATERIAS PRIMAS PARA SU FABRICACION, QUE SON COMPETENCIA DEL INVIMA, DE ACUERDO CON LA NORMATIVIDAD SANITARIA, PROCEDIMIENTOS VIGENTES, LAS POLITICAS Y DIRECTRICES DEL INSTITUTO.",PROFESIONAL,,19.0
252209,"GESTIONAR, LIDERAR Y EJECUTAR LAS ACTIVIDADES TECNICAS, OPERATIVAS Y ADMINISTRATIVAS, ASOCIADAS AL PROCESO DE INSPECCION, VIGILANCIA Y CONTROL EN LA IMPORTACION Y EXPORTACION DE PRODUCTOS Y MATERIAS PRIMAS PARA SU FABRICACION, QUE SON COMPETENCIA DEL INVIMA, DE ACUERDO CON LA NORMATIVIDAD SANITARIA, PROCEDIMIENTOS VIGENTES, LAS POLITICAS Y DIRECTRICES DEL INSTITUTO.",PROFESIONAL,,16.0
252213,"RESPONDER POR LAS ACTIVIDADES FINANCIERAS Y PRESUPUESTALES DEL INVIMA, DE ACUERDO CON LAS NORMAS LEGALES VIGENTES Y EL MANUAL DE PROCESOS Y PROCEDIMIENTOS ADOPTADO POR EL INSTITUTO.",PROFESIONAL,,22.0
252214,"REALIZAR LA EJECUCION Y SEGUIMIENTO DE PROCESOS ADMINISTRATIVOS, OPERATIVOS, FINANCIEROS O PRESUPUESTALES CON EL FIN DE GARANTIZAR EL BUEN FUNCIONAMIENTO DE LA DEPENDENCIA.",PROFESIONAL,,30.0
252215,"ADMINISTRAR Y EJECUTAR LAS ACCIONES NECESARIAS QUE SE DESARROLLARAN EN LAS DIFERENTES ETAPAS DEL PROCESO CONTRACTUAL QUE ADELANTE EL INVIMA, EN CUMPLIMIENTO DE SUS OBJETIVOS, METAS Y FUNCIONES INSTITUCIONALES, DE ACUERDO CON LOS REQUERIMIENTOS DE LAS DEPENDENCIAS, LA NORMATIVIDAD VIGENTE, LOS PRINCIPIOS DE LA CONTRATACION Y LOS FINES DEL ESTADO.",PROFESIONAL,,19.0
252216,"GESTIONAR Y LIDERAR LA IMPLEMENTACION DE PROYECTOS Y ESTRATEGIAS RELACIONADAS CON LA INFRAESTRUCTURA DE TELECOMUNICACIONES, REDES TECNOLOGICAS Y SISTEMAS ININTERRUMPIDOS DE POTENCIA (UPS), SERVICIOS DE APOYO, CONTINENCIA, SEGURIDAD Y EL SOPORTE TECNOLOGICO A LA OPERACION DENTRO DE LOS ACUERDOS DE SERVICIO ESTABLECIDOS PARA EL INSTITUTO.",PROFESIONAL,,25.0
252217,"REALIZAR LAS ACTIVIDADES PROPIAS DE LA TESORERIA RELACIONADAS CON LOS INGRESOS, EL PAGO DE LAS OBLIGACIONES DE LA ENTIDAD DE CONFORMIDAD CON LAS NORMAS LEGALES VIGENTES Y LOS PROCEDIMIENTOS ESTABLECIDOS.",PROFESIONAL,,19.0
252218,"PARTICIPAR EN LA EJECUCION DE PLANES, PROYECTOS Y PROGRAMAS QUE FACILITEN EL DESARROLLO INTEGRAL DEL RECURSO HUMANO QUE SE ENCUENTRE AL SERVICIO DE LA ENTIDAD, DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS LEGALES VIGENTES.",PROFESIONAL,,19.0
252220,"GESTIONAR Y EJECUTAR LAS ACTIVIDADES DE INSPECCION, VIGILANCIA Y CONTROL DE PRODUCTOS COMPETENCIA DEL INVIMA EN CONCORDANCIA CON LA LEGISLACION SANITARIA, LOS PROCEDIMIENTOS, LAS POLITICAS Y DIRECTRICES DEL INSTITUTO.",PROFESIONAL,,10.0
252219,"EJECUTAR ACTIVIDADES TECNICAS, OPERATIVAS Y ADMINISTRATIVAS ASOCIADAS AL PROCESO DE INSPECCION, VIGILANCIA Y CONTROL EN LA IMPORTACION Y EXPORTACION DE PRODUCTOS Y MATERIAS PRIMAS PARA SU FABRICACION, QUE SON COMPETENCIA DEL INVIMA, DE ACUERDO CON LA NORMATIVIDAD SANITARIA, PROCEDIMIENTOS VIGENTES, LAS POLITICAS Y DIRECTRICES DEL INSTITUTO.",PROFESIONAL,,7.0
252221,"REALIZAR ACTIVIDADES DE INSPECCION, VIGILANCIA Y CONTROL (IVC) DE PRODUCTOS Y MATERIAS PRIMAS, INCLUIDOS ALIMENTOS Y BEBIDAS, QUE SEAN COMPETENCIA DEL INVIMA Y QUE ESTEN SUJETOS A PROCESOS DE IMPORTACION O EXPORTACION, EN PUERTOS, AEROPUERTOS O PASOS FRONTERIZOS, SEGUN CORRESPONDA, EN CUMPLIMIENTO DE LA LEGISLACION SANITARIA VIGENTE, LOS PROCEDIMIENTOS, POLITICAS Y DIRECTRICES ESTABLECIDAS POR EL INSTITUTO.",PROFESIONAL,,30.0
252222,"APOYAR LA GESTION CONTABLE DE ACUERDO CON LAS NORMAS, TECNICAS CONTABLES VIGENTES Y MANUAL DE PROCESOS Y PROCEDIMIENTOS ADOPTADO POR LA ENTIDAD.",PROFESIONAL,,30.0
252223,"DESARROLLAR LOS PLANES, PROGRAMAS, PROYECTOS Y ACTIVIDADES RELACIONADOS CON LA ADMINISTRACION Y CONTROL DE LOS BIENES DEL INSTITUTO, EN LO REFERENTE A SU ALMACENAMIENTO, DISTRIBUCION, CONSERVACION Y ASEGURAMIENTO.",PROFESIONAL,,30.0
252224,"PREPARAR LA EJECUCION PRESUPUESTAL DE INGRESOS Y GASTOS Y EFECTUAR REGISTROS PRESUPUESTALES, DE ACUERDO CON LAS NORMAS VIGENTES Y EL MANUAL DE PROCESOS Y PROCEDIMIENTOS ADOPTADO POR LA ENTIDAD.",PROFESIONAL,,30.0
252225,"ELABORAR Y REALIZAR SEGUIMIENTO A LOS PLANES DE MONITOREO DE RESIDUOS DE PLAGUICIDAS DE USO VETERINARIO, CONTAMINANTES O PATOGENOS DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,10.0
252226,"REALIZAR LA INSPECCION, VIGILANCIA Y CONTROL DE ALIMENTOS ESTABLECIENDO SU CALIDAD E INOCUIDAD, EN CONCORDANCIA CON LA LEGISLACION SANITARIA, LAS POLITICAS Y DIRECTRICES DEL INSTITUTO Y LOS PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,10.0
252227,"REALIZAR LAS ACTIVIDADES QUE SE GENEREN DEL MANEJO DEL SISTEMA DE INFORMACION EN LA INSPECCION VIGILANCIA Y CONTROL DE LOS PRODUCTOS COMPETENCIA DEL INVIMA, PARA LA PROTECCION DE LA SALUD DE LA POBLACION, DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,7.0
252228,"GESTIONAR Y EJECUTAR LAS ACTIVIDADES RELACIONADAS AL PROCESO DE INSPECCION, VIGILANCIA Y CONTROL DE PRODUCTOS COMPETENCIA DEL INVIMA EN CONCORDANCIA CON LA LEGISLACION SANITARIA, LOS PROCEDIMIENTOS, LAS POLITICAS Y DIRECTRICES DEL INSTITUTO.",PROFESIONAL,,7.0
252229,"APOYAR LA EJECUCION DE LAS ACTIVIDADES TECNICAS, OPERATIVAS Y ADMINISTRATIVAS, ASOCIADAS AL PROCESO DE INSPECCION, VIGILANCIA Y CONTROL EN LA IMPORTACION Y EXPORTACION DE PRODUCTOS Y MATERIAS PRIMAS PARA SU FABRICACION, QUE SON COMPETENCIA DEL INVIMA, DE ACUERDO CON LA NORMATIVIDAD SANITARIA, PROCEDIMIENTOS VIGENTES, LAS POLITICAS Y DIRECTRICES DEL INSTITUTO.",PROFESIONAL,,10.0
255931,"REALIZAR ACTIVIDADES DE INSPECCION, VIGILANCIA Y CONTROL A OBJETOS O PRODUCTOS COMPETENCIA DEL INVIMA, EN CONCORDANCIA CON LA LEGISLACION SANITARIA, LOS PROCEDIMIENTOS, LAS POLITICAS Y DIRECTRICES DEL INSTITUTO.",PROFESIONAL,,30.0
255932,"ADELANTAR LOS PROCESOS DISCIPLINARIOS ASIGNADOS, APOYAR Y RECOMENDAR LEGALMENTE EN TODOS LOS ASUNTOS DE COMPETENCIA DE LA DEPENDENCIA DE ACUERDO CON LAS POLITICAS FIJADAS POR LA COORDINACION Y SEGUN LAS DISPOSICIONES Y TERMINOS LEGALES VIGENTES.",PROFESIONAL,,19.0
255936,"CUMPLIR CON LOS PROCESOS DE LA OFICINA DE ASUNTOS INTERNACIONALES, APLICANDO LOS CONOCIMIENTOS PROFESIONALES CON MIRAS AL CUMPLIMIENTO DE LAS METAS DE LOS PROGRAMAS, PLANES Y PROYECTOS INSTITUCIONALES EN LA MATERIA DE ASUNTOS INTERNACIONALES.",PROFESIONAL,,30.0
255937,"REALIZAR INSPECCION, VIGILANCIA Y CONTROL DE PRODUCTOS COMPETENCIA DEL INVIMA SEGUN SEA EL CASO, EN CONCORDANCIA CON LA LEGISLACION SANITARIA, LOS PROCEDIMIENTOS, LAS POLITICAS Y DIRECTRICES DEL INSTITUTO.",PROFESIONAL,,30.0
255938,"DESARROLLAR ACTIVIDADES DEL GRUPO LABORATORIO DE MICROBIOLOGIA DE PRODUCTOS FARMACEUTICOS Y OTRAS TECNOLOGIAS, CON EL FIN DE VERIFICAR EL CUMPLIMIENTO DE ESPECIFICACIONES Y REQUERIMIENTOS DE LA CALIDAD DE LOS PRODUCTOS FARMACEUTICOS, BIOLOGICOS DE USO HUMANO, COSMETICOS, DISPOSITIVOS MEDICOS Y OTRAS TECNOLOGIAS, SEGUN LAS NORMAS, ESTANDARES Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,19.0
255999,"ANALIZAR, DISENAR, DESARROLLAR, MANTENER SISTEMAS DE INFORMACION PARA EL INSTITUTO ACORDE CON LOS LINEAMIENTOS, BUENAS PRACTICAS Y PROYECTOS DE LA OFICINA DE TECNOLOGIAS DE LA INFORMACION Y LAS NECESIDADES DEL INSTITUTO.",PROFESIONAL,,25.0
252242,REALIZAR ACTIVIDADES DE APOYO TECNICO/ADMINISTRATIVO QUE PERMITAN EL DESARROLLO DE LAS FUNCIONES ASIGNADAS A LA OFICINA DE LABORATORIOS Y CONTROL DE CALIDAD.,NO ESPECIFICADO,,9.0
252240,"ASISTIR EN LA PRESTACION DE LOS SERVICIOS DE ATENCION AL CIUDADANO SUMINISTRANDO INFORMACION SOBRE TRAMITES Y SERVICIOS , NORMAS, REQUISITOS, FORMATOS, ESTADO DE LOS ASUNTOS EN CURSO, DERECHOS Y DEBERES, DE ACUERDO CON LA NORMATIVIDAD, REGLAMENTACIONES Y PROCEDIMIENTOS VIGENTES SEGUN LOS CANALES DE COMUNICACION ESTABLECIDOS. GESTIONAR PQRDS DE ACUERDO A LAS ATRIBUCIONES DE LA ENTIDAD Y LOS TERMINOS ESTABLECIDOS.",PROFESIONAL,,30.0
252243,"REALIZAR LAS ACTIVIDADES ANALITICAS DEL GRUPO LABORATORIO DE MICROBIOLOGIA DE PRODUCTOS FARMACEUTICOS Y OTRAS TECNOLOGIAS, CON EL FIN DE ASEGURAR LA EJECUCION DE  LOS PROGRAMAS DE INSPECCION, VIGILANCIA Y CONTROL INCLUIDOS EN LOS PLANES ESTRATEGICOS DEL INSTITUTO PARA LAS MUESTRAS COMPETENCIA TALES COMO PRODUCTOS FARMACEUTICOS,  BIOLOGICOS DE USO HUMANO, COSMETICOS Y DISPOSITIVOS MEDICOS.",PROFESIONAL,,30.0
252244,"DESARROLLAR LOS PLANES, PROGRAMAS Y PROYECTOS DE INSPECCION, VIGILANCIA Y CONTROL DE CALIDAD DE LOS DISPOSITIVOS MEDICOS Y REACTIVOS DE DIAGNOSTICO IN VITRO A NIVEL NACIONAL.",PROFESIONAL,,30.0
252241,"REALIZAR INSPECCION, VIGILANCIA Y CONTROL DE PRODUCTOS COMPETENCIA DEL INVIMA SEGUN SEA EL CASO, EN CONCORDANCIA CON LA LEGISLACION SANITARIA, LOS PROCEDIMIENTOS, LAS POLITICAS Y DIRECTRICES DEL INSTITUTO.",PROFESIONAL,,30.0
252332,"REALIZAR LAS ACTIVIDADES TENDIENTES A ASEGURAR LA EJECUCION DE LAS FUNCIONES ESTIPULADAS PARA LA DEPENDENCIA SEGUN ESTABLECIDO POR LA INSTITUCION, DE ACUERDO CON LAS NORMAS Y PROCEDIMEINTOS VIGENTES.",PROFESIONAL,,18.0
252333,"DESARROLLAR ACTIVIDADES DEL LABORATORIO DE PRODUCTOS BIOLOGICOS CON EL FIN DE VERIFICAR EL CUMPLIMIENTO DE ESPECIFICACIONES Y REQUERIMIENTOS DE LA CALIDAD DE LOS MEDICAMENTOS DE ORIGEN BIOLOGICO DE USO HUMANO, SEGUN LAS NORMAS, ESTANDARES Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,24.0
252334,"VERIFICAR EL CUMPLIMIENTO DE LOS REQUISITOS DE CALIDAD DE LOS DISPOSITIVOS MEDICOS Y OTRAS TECNOLOGIAS COMO APOYO A LOS PROGRAMAS DE INSPECCION, VIGILANCIA Y CONTROL COMPETENCIA DEL INVIMA, DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,30.0
252335,"DESARROLLAR ACTIVIDADES DEL LABORATORIO DE PRODUCTOS BIOLOGICOS CON EL FIN DE VERIFICAR EL CUMPLIMIENTO DE ESPECIFICACIONES Y REQUERIMIENTOS DE LA CALIDAD DE LOS MEDICAMENTOS DE ORIGEN BIOLOGICO DE USO HUMANO, SEGUN LAS NORMAS, ESTANDARES Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,30.0
252336,"REALIZAR LAS ACTIVIDADES TENDIENTES A ASEGURAR LA EJECUCION DE LAS FUNCIONES ESTIPULADAS PARA LA DEPENDENCIA SEGUN ESTABLECIDO POR LA INSTITUCION, DE ACUERDO CON LAS NORMAS Y PROCEDIMIENTOS VIGENTES.",PROFESIONAL,,30.0
