postulante,nivel_educativo_texto,titulos_principales,anios_experiencia_efectiva,total_formaciones,cantidad_nbc,cantidad_areas,nivel_educativo_maximo,cant_bachiller,cant_doctorado,cant_educacion_basica_primaria,cant_educacion_basica_secundaria,cant_educacion_informal,cant_especializacion_profesional,cant_especializacion_tecnica_profesional,cant_especializacion_tecnologica,cant_formacion_academica,cant_formacion_laboral,cant_formacion_penitenciaria,cant_maestria,cant_normalista,cant_postdoctorado,cant_profesional,cant_tecnico_profesional,cant_tecnologico,tiene_posgrado,tiene_formacion_complementaria,perfil_multidisciplinario,total_experiencias,periodos_efectivos,dias_experiencia_efectiva,anios_experiencia_efectiva,antiguedad_laboral_dias,antiguedad_laboral_anios,densidad_laboral,duracion_promedio_experiencia,duracion_maxima_experiencia,duracion_minima_experiencia,experiencia_amplia,experiencia_extensa,trayectoria_estable,multiples_experiencias,total_empleos_postulados,participa_varios_concursos
919469640,BACHILLER,Bachiller,4.61,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1683,4.61,1822,4.99,0.924,561.0,848,304,0,0,1,1,2,1
919470525,TECNOLOGICO,ADMINISTRACION EN SEGURIDAD Y SALUD EN EL TRABAJO | BACHILLER ACADEMICO | TECNOLOGIA EN OFICIAL ENCARGADO DE LA GUARDIA DE NAVEGACION REGLA II/33 STCW/78 ENMENDADO NIVEL OPERACIONAL | TECNOLOGIA EN SISTEMAS INTEGRADOS DE GESTION HSEQ | TECNOLOGÍA EN MANTENIMIENTO ELECTROMECANICO INDUSTRIAL | TECNONOLOGIA EN GESTIÓN INTEGRADA DE LA CALIDAD MEDIO AMBIENTE SEGURIDAD Y SALUD OCUPACIONAL,11.83,6,2,3,PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,1,1,4321,11.83,4321,11.83,1.0,4321.0,4321,4321,1,1,1,0,1,0
919475291,BACHILLER,Bachiller Académico,13.24,1,0,0,EDUCACION BASICA SECUNDARIA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4835,13.24,4835,13.24,1.0,4835.0,4835,4835,1,1,1,0,1,0
919483048,BACHILLER,BACHILLER ACADEMICO | TECNOLOGIA EN REGENCIA DE FARMACIA,0.82,2,1,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,299,0.82,299,0.82,1.0,299.0,299,299,0,0,1,0,1,0
919485353,TECNOLOGICO,ALMACENAMIENTO Y PREPARACIÓN DE LAS MERCANCÍAS | APLICACIONES DE LA HERRAMIENTA OFIMÁTICA EXCEL NIVEL II | BACHILLER ACADEMICO | CONAXPORT | DIPLOMADO DE COMMUNITY MANAGER | ENGLISH DOT WORKS 1 INGLES | ESTRATEGIAS DE MERCADEO Y COMERCIALIZACIÓN | EXCEL BASIO | GESTION DEL SERVICIO AL CLIENTE | IMPLEMENTACION DEL PLAN DE MERCADEO | TECNICA PROFESIONAL EN PROCESOS COMUNICATIVOS Y COMERCIALES | TECNOLOGÍA EN NEGOCIACION INTERNACIONAL | WHATSAPP BUSINESS,2.57,13,1,1,EDUCACION INFORMAL,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5,5,940,2.57,2406,6.59,0.391,188.0,372,48,0,0,0,1,1,0
919487638,TECNICO PROFESIONAL,BACHILLER NORMALISTA SUPERIOR | CENTRO DE ENSEÑANZA DE LENGUAS | INGENIERIA DE SISTEMAS | INGLES INTERMEDIO | OXFORD PLACEMENT TEST | TECNICA PROFESIONAL EN MANTENIMIENTO DE SISTEMAS INFORMATICOS | TECNOLOGIA EN GESTION DE SISTEMAS INFORMATICOS,0.43,7,1,1,FORMACION ACADEMICA,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,1,0,0,0,1,1,158,0.43,158,0.43,1.0,158.0,158,158,0,0,1,0,1,0
919494765,PROFESIONAL,BACHILLER CON PROFUNDIZACION EN PEDAGOGIA | CAPACITACION TRIBUTARIA ADUANERA Y CAMBIARIA | CONTADURIA PUBLICA | SISTEMAS DE INFORMACION CONTABLE,2.97,4,1,1,PROFESIONAL,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1086,2.97,1086,2.97,1.0,609.0,1086,132,0,0,1,0,1,0
919496483,PROFESIONAL,CONCILIADOR | DERECHO,15.46,2,1,1,EDUCACION INFORMAL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,5648,15.46,5716,15.65,0.988,2824.0,4845,803,1,1,1,0,2,1
919499735,TECNOLOGICO,Bachiller Académico | TECNOLOGIA EN GESTION EMPRESARIAL,2.75,2,1,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1003,2.75,1003,2.75,1.0,1003.0,1003,1003,0,0,1,0,1,0
919506360,TECNICO PROFESIONAL,BACHILLER ACADEMICO | TECNICO EN ASISTENCIA EN ORGANIZACION DE ARCHIVOS,4.25,2,0,0,TECNICO PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1551,4.25,2632,7.21,0.589,775.5,1364,187,0,0,0,0,1,0
919510986,BACHILLER,Bachiller académico,1.74,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,637,1.74,828,2.27,0.769,212.33,316,100,0,0,0,1,1,0
919511094,PROFESIONAL,Bachiller agropecuario con especialidad en producción pecuaria | Curso de conciliación | DERECHO,3.13,3,1,1,PROFESIONAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,1142,3.13,1453,3.98,0.786,380.67,655,198,0,0,0,1,1,0
919512938,BACHILLER,BACHILLER ACADEMICO,4.09,1,0,0,EDUCACION BASICA SECUNDARIA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1494,4.09,1631,4.47,0.916,366.6,671,122,0,0,1,1,1,0
919513047,PROFESIONAL,Bachiller Academico | Curso de arquitectura y análisis de datos | ECONOMIA | Ruta en ciencia de datos y tecnologia en la nube,1.66,4,1,1,PROFESIONAL,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,3,608,1.66,717,1.96,0.848,197.5,365,61,0,0,1,1,2,1
919513913,BACHILLER,ADMINISTRACIÓN DE EMPRESAS | AUXILIAR CONTABLE SISTEMATIZADO | BACHILLER ACADÉMICO | DESARROLLO EN OPERACIONES LOGISTICA EN LA CADENA DE ABASTECIMIENTO | ENTRENAMIENTOVIGILANCIA | FUNDAMENTACION VIGILANCIA | GESTIÓN DE PROYECTOS | INFORMATICA WORD Y EXCEL,3.22,8,0,0,FORMACION LABORAL,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,3,1176,3.22,3213,8.8,0.366,392.0,480,342,0,0,0,1,1,0
919517034,TECNICO PROFESIONAL,ESPECIALIZACION TECNOLOGICA EN APLICACIONES INDUSTRIALES CON SISTEMAS DE SUPERVISION CONTROL Y ADQUISICION DE DATOS,1.83,1,0,0,TECNICO PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,669,1.83,669,1.83,1.0,297.0,669,100,0,0,1,1,1,0
919517230,PROFESIONAL,AWS Certified Cloud Practitioner | AWS Certified Solutions Architect - Associate | Conceptos Básicos en la Nube - AWS | Curso certificación CSS | Fundamentos de Machine Learning-AWS | INGENIERIA ELECTRICA | Oracle Cloud Infrastructure AI Certified Foundations Associate | Oracle Cloud Infrastructure Certified Architect Associate | PREPARACIÓN CERTIFICACIÓN CAPM - PMP | Programa ciencia de datos Data Science for All | Project Management Professional | Seminario de desarrollo sostenible | Seminario derecho para no abogados | Seminario sistema eléctrico colombiano,8.43,14,1,1,EDUCACION INFORMAL,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11,10,3080,8.43,3926,10.75,0.785,280.09,1686,16,1,0,0,1,1,0
919517341,BACHILLER,BACHILLER ACADEMICO | ORIENTACION DEL PROYECTO DE VIDA CON EL USO DE ESTRATEGIAS INSPIRADORAS,1.0,2,0,0,EDUCACION BASICA SECUNDARIA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,367,1.0,367,1.0,1.0,367.0,367,367,0,0,1,0,1,0
919518558,BACHILLER,bachillerato | informatica microsorft word excel e intenet,2.34,2,0,0,NORMALISTA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,855,2.34,1228,3.36,0.696,323.67,466,186,0,0,0,1,1,0
919523304,TECNICO PROFESIONAL,ADMINISTRACION DE RECURSOS HUMANOS | BACHILLER ACADEMICO | COCINA,1.82,3,0,0,EDUCACION INFORMAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,664,1.82,671,1.84,0.99,332.0,351,313,0,0,1,0,1,0
919533304,TECNICO PROFESIONAL,BACHILLER COMERCIAL EN MODALIDAD SECRETARIADO | CONTADURIA TECNICA SISTEMATIZADA,13.1,2,0,0,EDUCACION INFORMAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4785,13.1,4785,13.1,1.0,4785.0,4785,4785,1,1,1,0,1,0
919536101,BACHILLER,BACHILLER ACADEMICO,0.44,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,161,0.44,161,0.44,1.0,161.0,161,161,0,0,1,0,1,0
919537836,BACHILLER,VALIDACION DEL BACHILLERATO,2.41,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,882,2.41,882,2.41,1.0,882.0,882,882,0,0,1,0,1,0
919541616,PROFESIONAL,"BACHILLER ACADEMICO CON ORIENTACION MILITAR | LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION FISICA, RECREACION Y DEPORTES | PRIMEROS AUXILIOS",11.43,3,1,1,EDUCACION INFORMAL,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,5,4176,11.43,4759,13.03,0.877,835.2,1795,102,1,1,1,1,1,0
919545699,TECNOLOGICO,ADMINISTRACION DE EMPRESAS | TECNOLOGÍA EN GESTIÓN DE MERCADOS | administracion en gestion documental | analisis financiero | bachiller,0.77,5,2,2,EDUCACION INFORMAL,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,2,280,0.77,414,1.13,0.676,140.0,181,99,0,0,0,0,1,0
919549237,PROFESIONAL,COSTOS Y PRESUPUESTOS PARA EDIFICACIONES I | COSTOS Y PRESUPUESTOS PARA EDIFICACIONES II | COSTOS Y PRESUPUESTOS PARA EDIFICACIONES III | COSTOS Y PRESUPUESTOS PARA EDIFICACIONES IV | CURSO DE MODELADO BIM | Curso 50 Horas - SG-SST | ESTRUCTURAS ISOSTÁTICAS | INGENIERIA CIVIL | INGLES B2 | MICROSOFT PROJECT | REVIT | SECUNDARIA | USO DE EXCEL Y ACCESS,1.01,15,1,1,PROFESIONAL,0,0,0,1,11,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,3,368,1.01,379,1.04,0.971,122.67,124,122,0,0,1,1,1,0
919556680,ESPECIALIZACION PROFESIONAL,DERECHO | ESPECIALIZACION EN DERECHO PUBLICO,3.1,2,1,1,ESPECIALIZACION PROFESIONAL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,2,1134,3.1,1188,3.25,0.955,285.0,448,190,0,0,1,1,1,0
919557380,EDUCACION BASICA SECUNDARIA,BACHILLER ACADÉMICO | CAPACITACIÓN AVANZADO TRABAJO MONTACARGAS | FUNDAMENTOS DE LOGÍSTCA | MANEJO SEGURO DE MONTACARGAS,3.41,4,0,0,BACHILLER,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,6,1246,3.41,2767,7.58,0.45,143.4,350,40,0,0,0,1,3,1
919558351,TECNOLOGICO,Bachiller académico | TECNOLOGIA EN GESTION LOGISTICA,2.88,2,1,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,1053,2.88,2501,6.85,0.421,263.5,371,137,0,0,0,1,1,0
919560287,PROFESIONAL,Análisis de Datos Power Bi | Ciencia de Datos | ECONOMIA | ECONOMIA Y COMERCIO EXTERIOR | Finanzas | TECNOLOGIA EN GESTION CONTABLE Y FINANCIERA | bachiller academino | proyecto de vida comunicación manejo del conflicto y habilidades de negociacion trabajo en equipo y toma de decisiones,9.09,8,1,1,TECNOLOGICO,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,4,4,3320,9.09,4245,11.62,0.782,830.0,2781,1,1,0,0,1,1,0
919561094,PROFESIONAL,PSICOLOGIA,9.51,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,3475,9.51,3475,9.51,1.0,1221.33,2573,215,1,0,1,1,1,0
919565507,TECNICO PROFESIONAL,Bachiller Técnico | TECNOLOG¿A EN AN¿LISIS Y DESARROLLO DE SISTEMAS DE INFORMACI¿N,0.35,2,1,1,TECNICO PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,128,0.35,128,0.35,1.0,128.0,128,128,0,0,1,0,1,0
919574178,BACHILLER,BACHILLER,30.57,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11166,30.57,11166,30.57,1.0,11166.0,11166,11166,1,1,1,0,2,1
919577661,PROFESIONAL,BACHILLER ACADEMICO | INGENIERIA DE SISTEMAS | TECNOLOGIA EN SISTEMAS,9.86,3,1,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3600,9.86,3600,9.86,1.0,3600.0,3600,3600,1,0,1,0,1,0
919584507,PROFESIONAL,Bachiller Academico | TECNOLOGIA  EN DESARROLLO DE SOFTWARE | TECNOLOGIA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION,14.37,3,1,1,TECNICO PROFESIONAL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,5249,14.37,5400,14.78,0.972,1749.67,3598,778,1,1,1,1,1,0
919587339,EDUCACION BASICA SECUNDARIA,BACHILLER COMERCIAL,3.82,1,0,0,EDUCACION BASICA SECUNDARIA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1395,3.82,3702,10.14,0.377,465.0,730,298,0,0,0,1,1,0
919593869,TECNICO PROFESIONAL,AUXILIAR DE ENFERMERÍA | Bachiller Académico | Comportamiento Secretarial y Recepción | Computación Nivel 1 | Contabilidad | Lenguaje Profesional | Mecanografía | Mecanografía y Actualización Técnicas Secretariales | Servicio al Cliente I | Técnicas de Archivo | Ética Profesional,30.71,11,0,0,EDUCACION INFORMAL,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,11216,30.71,11216,30.71,1.0,7184.5,10804,3565,1,1,1,0,1,0
919596416,TECNICO PROFESIONAL,BACHILLERATO | DERECHO PUBLICO Y PRIVADO | GESTION DOCUMENTAL | GESTION EMPRESARIAL Y DE NEGOCIOS | GESTION PRESUPUESTAL Y FINANCIERA | INGLES,7.08,7,0,0,EDUCACION INFORMAL,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2586,7.08,2587,7.08,1.0,941.67,1825,239,1,0,1,1,1,0
919598505,PROFESIONAL,NEGOCIOS INTERNACIONALES,0.5,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,183,0.5,183,0.5,1.0,183.0,183,183,0,0,1,0,1,0
919599194,PROFESIONAL,ASISTENCIA ADMINISTRATIVA | AUDITOR INTERNO EN SISTEMAS DE GESTIÓN DE CALIDAD | BACHILLER ACADÉMICO  ÉNFASIS EN INFORMÁTICA Y SISTEMAS | TRABAJO SOCIAL,0.62,4,0,1,EDUCACION INFORMAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,2,226,0.62,300,0.82,0.753,113.0,117,109,0,0,0,0,1,0
919610259,BACHILLER,Bachiller | DERECHO,3.73,2,1,1,PROFESIONAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1361,3.73,1361,3.73,1.0,453.67,791,205,0,0,1,1,1,0
919613517,PROFESIONAL,DERECHO | FORMACION DE MONITORES DEL CENTRO DE ESCRITURA | SEMILLEROS DE INVESTIGACION,1.37,3,1,1,EDUCACION INFORMAL,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,501,1.37,501,1.37,1.0,501.0,501,501,0,0,1,0,1,0
919620673,ESPECIALIZACION PROFESIONAL,"DERECHO Y CIENCIAS POLITICAS | ESPECIALIZACION EN LA RESPONSABILIDAD PENAL DEL SERVIDOR PUBLICO Y LOS DELITOS CONTRA LA ADMINISTRACION PUBLICA | LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION FISICA,RECREACION Y DEPORTES | bachiller padagogico",27.06,4,2,2,ESPECIALIZACION PROFESIONAL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,9,6,9885,27.06,11931,32.67,0.829,1110.67,2342,76,1,1,1,1,2,1
919624356,TECNOLOGICO,Bachiller Académico | Curso de Windows y Excel | Seminario Competitividad y Cooperación Internacional Modelos Alternativos De Desarrollo | TECNOLOGO EN SISTEMA DE INFORMACION | WEBMASTER,15.66,5,0,0,FORMACION ACADEMICA,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,5721,15.66,5721,15.66,1.0,2930.5,3991,1870,1,1,1,0,1,0
919630842,TECNOLOGICO,Bachiller Academico | TECNOLOGIA EN GESTION ADMINISTRATIVA,3.14,2,1,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1147,3.14,1855,5.08,0.618,382.33,463,235,0,0,0,1,1,0
919631774,TECNICO PROFESIONAL,Auxiliar de Enfermeria | bachiller técnico,3.97,2,0,0,EDUCACION INFORMAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1449,3.97,1449,3.97,1.0,1449.0,1449,1449,0,0,1,0,1,0
919632355,TECNICO PROFESIONAL,AUXILIAR DE LOGÍSTICA EN CENTROS DE DISTRIBUCIÓN | BACHILLER TÉCNICO ESPECIALIDAD EN  INFORMÁTICA | CONOCIMIENTOS ACADÉMICOS EN INGLÉS A1 | CONOCIMIENTOS ACADÉMICOS EN INGLÉS A2 | TÉCNICO PROFESIONAL EN OPERACIONES DE COMERCIO EXTERIOR,2.03,5,0,1,TECNICO PROFESIONAL,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,2,740,2.03,742,2.03,0.997,370.0,527,213,0,0,1,0,1,0
919647201,PROFESIONAL,BACHILLER TECNICO CON ESPECIALIDAD EN AGROPECUARIA | CONTADURIA PUBLICA | DIPLOMADO EN PROPIEDAD HORIZONTAL | MOTIVACION LABORAL | TECNICO LABORAL POR COMPETENCIAS EN CONTABILIDAD Y FINANZAS | TECNICO PROFESIONAL EN ACUICULTURA,12.47,6,1,1,PROFESIONAL,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,9,8,4556,12.47,5319,14.56,0.857,523.22,1774,43,1,1,1,1,2,1
919663838,BACHILLER,ALISTAMIENTO DE VEHICULO | ATENCION A CLIENTE EN PROCESOS ADMINISTRATIVOS | BACHILLER ACADEMICO | MANEJO DE EXTINTORES Y CONTROL DE INCENDIOS | MANEJO DE HERRAMIENTAS MICROSOFT OFFICE | MANEJO DEFENSIVO | MOVILIDAD SEGURA MOTOCICLISTAS | Meanica Basica | NORMAS DE TRANSITO Y SEGURIDAD VIAL | PRIMEROS AUXILIOS | RELACIONES HUMANAS,4.39,11,0,0,EDUCACION INFORMAL,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1603,4.39,1603,4.39,1.0,1603.0,1603,1603,0,0,1,0,2,1
919664970,TECNICO PROFESIONAL,AUXILIAR ADMINISTRATIVO | BACHILLER ACADEMICO | FACTURACION DE LOS SERVICIOS EN SALUD,6.51,3,0,0,TECNICO PROFESIONAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,2378,6.51,3908,10.7,0.608,594.5,1206,43,1,0,0,1,1,0
919667540,TECNICO PROFESIONAL,BASICA SECUNDARIA | TECNICO EN CONTABILIZACIONES COMERCIALES Y FINANCIERAS,3.33,2,0,0,TECNICO PROFESIONAL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1218,3.33,1273,3.49,0.957,406.0,535,201,0,0,1,1,1,0
919671072,FORMACION LABORAL,BACHILLER ACADEMICO | Monitoreo Ambiental,0.5,2,0,0,FORMACION LABORAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,181,0.5,181,0.5,1.0,181.0,181,181,0,0,1,0,1,0
919675663,BACHILLER,BACHILLER ACADEMICO | TECNOLOGIA EN GESTION FINANCIERA,4.28,2,1,1,TECNOLOGICO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1564,4.28,1575,4.31,0.993,782.0,890,674,0,0,1,0,1,0
919676038,ESPECIALIZACION PROFESIONAL,"DERECHO | DIPLOMADO EN DOCENCIA UNIVERSITARIA | ESPECIALIZACIÓN EN GERENCIA DE RIESGOS LABORALES, SEGURIDAD Y SALUD EN EL TRABAJO | SISTEMA DE GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO SG-SST",4.93,4,1,2,EDUCACION INFORMAL,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1800,4.93,1800,4.93,1.0,1800.0,1800,1800,0,0,1,0,1,0
919678341,PROFESIONAL,INGENIERIA INDUSTRIAL,0.12,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,43,0.12,43,0.12,1.0,43.0,43,43,0,0,1,0,1,0
919678914,TECNICO PROFESIONAL,BACHILLER | DERECHO | MERCADEO DE SERVICIOS | TECNICO - SISTEMAS | TECNICO LABORAL POR COMPETENCIAS EN SISTEMAS,3.35,5,1,1,PROFESIONAL,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,5,5,1222,3.35,2888,7.91,0.423,244.4,731,30,0,0,0,1,3,1
919680474,BACHILLER,BACHILLER ACADEMICO | ENFERMERIA | ESPECIALIZACION EN PEDAGOGIA INFANTIL,10.59,3,2,2,ESPECIALIZACION PROFESIONAL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,3,3869,10.59,4412,12.08,0.877,1289.67,2850,112,1,1,1,1,1,0
919683095,PROFESIONAL,ADMINISTRACION LOGISTICA | Bachiller Técnico Especialidad Informática | TECNOLOGIA GESTION LOGISTICA,5.05,3,1,1,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1846,5.05,2213,6.06,0.834,923.0,1067,779,1,0,1,0,1,0
919684814,TECNICO PROFESIONAL,ADMINISTRACION DE DATOS CON EXEL | ADMINISTRACION DE RECURSOS HUMANOS | ADMINISTRCION DOCUMENTAL EN EL ENTORNO LABORAL | ADMINISTRCION Y CONTROL DE INVENTARIOS | ANALICIS FINANCIERO | ASPECTO SANITARIOS DE LA NUTREICION | ATENCION AL CLIENTE POR MEDIOS TECNOLOGICOS | AUXILIAR CONTABLE Y FINACIERO | BACHILLER ACADEMICO | CARACTERIZACION DEL SECTOR FINANCIERO | DIETISTA NUTRICIONISTA | MASTER EXPERTO DE COACH NUTRICIO | TOXICOLOGIA YSEGURIDAD ALIMENTARIA,2.28,13,0,0,EDUCACION INFORMAL,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,2,1,831,2.28,831,2.28,1.0,599.0,831,367,0,0,1,0,1,0
919689051,TECNOLOGICO,TECNOLOGO EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION,1.0,1,0,0,TECNOLOGICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,366,1.0,366,1.0,1.0,366.0,366,366,0,0,1,0,1,0
919705311,ESPECIALIZACION PROFESIONAL,ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO | INGENIERIA INDUSTRIAL,6.64,2,1,2,PROFESIONAL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,3,2424,6.64,3130,8.57,0.774,685.0,1607,79,1,0,0,1,1,0
919711491,BACHILLER,Bachiller Académico con Profundización en Ciencias Básicas | Fundamentación de Vigilancia,2.17,2,0,0,BACHILLER,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,792,2.17,792,2.17,1.0,792.0,792,792,0,0,1,0,1,0
919747992,BACHILLER,BACHILLER ACADEMICO | INFORMATICA - OFIMATICA POR COMPETENCIAS | TÉCNICO LABORAL EN SISTEMAS INFORMATICOS,3.75,3,0,0,FORMACION LABORAL,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1368,3.75,1368,3.75,1.0,1368.0,1368,1368,0,0,1,0,1,0
919754715,BACHILLER,Bachiller Academico | TECNOLOGIA EN CONTABILIDAD FINANCIERA,3.81,2,1,1,TECNOLOGICO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1391,3.81,1621,4.44,0.858,695.5,952,439,0,0,1,0,1,0
919758678,BACHILLER,Atencion basica para lesionados | BACHILLERATO,9.59,2,0,0,EDUCACION INFORMAL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,3504,9.59,3681,10.08,0.952,834.0,1517,631,1,0,1,1,1,0
919762631,BACHILLER,BACHILLER ACADEMICO,5.78,1,0,0,BACHILLER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2112,5.78,4223,11.56,0.5,422.4,723,297,1,0,0,1,2,1
919785626,ESPECIALIZACION PROFESIONAL,"Bachiller Comercial | ESPECIALIZACION EN PSICOLOGIA SOCIAL, COOPERACION Y GESTION COMUNITARIA | PSICOLOGIA",3.93,3,1,1,PROFESIONAL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,1434,3.93,1894,5.19,0.757,478.0,869,274,0,0,0,1,2,1
919787012,PROFESIONAL,ADMINISTRACION EN NEGOCIOS INTERNACIONALES,3.01,1,1,1,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1100,3.01,1100,3.01,1.0,1100.0,1100,1100,0,0,1,0,1,0
919793045,FORMACION LABORAL,Bachiller Académico | Técnico Laboral Por Competencias en Auxiliar en Primera Infancia,0.77,2,0,0,FORMACION LABORAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,281,0.77,281,0.77,1.0,178.0,281,75,0,0,1,0,1,0
